incident_id,crime_type,district,city,state,address,latitude,longitude,incident_datetime,officer_id,officer_first_name,officer_last_name,badge_number,suspect_id,suspect_first_name,suspect_last_name,suspect_age,suspect_gender,suspect_race,victim_id,victim_first_name,victim_last_name,victim_age,victim_gender,victim_phone,severity,resolution,num_arrests,property_loss_usd,reported_online,notes,weapon_used_blunt object,weapon_used_firearm,weapon_used_gun,weapon_used_hands,weapon_used_hands/feet,weapon_used_knife,weapon_used_pistol,weapon_used_rifle,weapon_used_unarmed,weapon_used_unknown,case_status_investgation,case_status_open,case_status_pending,case_status_pendng,case_status_resolved,case_status_under investigation,case_status_unknown
INC001954,cyber crime,Sou,Fairview,NY,1189 Cedar Lane,40.866443,-85.136838,11/22/2023 12:15,OFF0001,Mary,Garcia,4809.0,SUS00484,Jessica,Harris,28.0,F,White,VIC00378,John,Davis,59.0,female,483-445-3914,high,Arres Made,4.0,24397.69,False,Incident at 1189 Cedar Lane. Officer responded at scene.,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
INC003469,HOMICIDE,Nor,Springfield,IL,7813 River Rd,29.816624,-91.656897,2024-06-01 13:33:53,OFF0110,Anthony,Davis,2248.0,SUS00540,Jennifer,Wilson,37.0,Unknown,BLACK,VIC00212,Karen,Garcia,11.0,F,Missing,High,arrest made,5.0,4541.08,yes,Incident at 7813 River Rd. Officer responded at scene.,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
INC000550,Cyber Crime,SOUTHWEST,Hillcrest,IL,1056 Main St,45.880385,-119.406262,2024-04-26 21:10:49,OFF0038,Charles,Brown,2342.0,SUS00557,Robert,Martin,25.0,female,hispanic,VIC00128,James,Williams,78.0,Female,657-813-7561,3,warning,2.0,23681.434999999998,True,Incident at 1056 Main St. Officer responded at scene.,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
INC002773,Drunk Driving,Northeast,Springfield,IL,2332 Main St,46.882768,-75.692231,2021-04-18 21:14:12,OFF0033,Nancy,Garcia,8505.0,SUS00649,Karen,Allen,22.0,Unknown,asian,VIC00823,Daniel,Miller,54.0,Female,934-873-4928,low,arrest made,0.0,23681.434999999998,Unknown,Incident at 2332 Main St. Officer responded at scene.,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
INC003461,Domestc Violence, Midtown,Hillcrest,AZ,7653 Park Rd,37.69477,72.7513,2021-12-28 22:39:06,OFF0147,William,Miller,6434.0,SUS00369,Michael,Lee,38.0,F,Asian,VIC00752,Anthony,Williams,70.0,Male,584-144-2922,MEDIUM,Unknown,4.0,36937.69,NO,Incident at 7653 Park Rd. Officer responded at scene.,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
INC003504,robbery,Nor,Lakewood,GA,6444 Washington Ave,32.112432,-111.050002,2020-03-27 21:58:18,OFF0110,Chris,Johnson,9933.0,SUS00695,Karen,Green,25.0,f,Unknown,VIC00073,Linda,Lee,49.0,FEMALE,Missing,4,Dismissed,4.0,23978.43,yes,Incident at 6444 Washington Ave. Officer responded at scene.,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
INC004765,Sex Assault, North,Riverside,AZ,3376 Lincoln St,40.753933,-118.354437,2023-07-29 16:10:12,OFF0115,Barbara,Torres,7143.0,SUS00262,Robert,Green,18.0,Other,asian,VIC00783,Joseph,Thompson,33.0,M,902-607-5522,CRITICAL,warning,1.0,-33162.43,No,Missing,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
INC002510,asslt, East,Springfield,AZ,2406 Sunset Blvd,46.737574,-81.772062,2021-09-05 15:02:37,OFF0139,Donna,Davis,6812.0,SUS00051,Nancy,Hill,52.0,MALE,Black,VIC00440,Matthew,Moore,50.0,female,866-745-6344,Low,arrest made,3.0,49946.01,0,Missing,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
INC003391,DWI, Northeast,Hillcrest,NC,6336 Maple Dr,33.168219,-93.084637,2024-03-17 08:46:00,OFF0021,Susan,Miller,4516.0,SUS00086,James,Torres,72.0,Unknown,asian,VIC00677,Ashley,Torres,83.0,Male,645-333-1483,low,Case Dismissed,2.0,45318.45,True,Missing,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
INC001051,asslt, Midtown,Lakewood,AZ,5509 Elm Blvd,156.829,-75.213259,04-03-2018,OFF0003,Emily,Jones,7031.0,SUS00628,Michael,Taylor,19.0,m,asian,VIC00868,Joseph,Johnson,56.0,male,385-142-5025,Medium,Unknown,5.0,1006.62,YES,Incident at 5509 Elm Blvd. Officer responded at scene.,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
INC002116,KIDNAPPING,Northeast  ,Springfield,GA,7306 Cedar Lane,35.408862,54.5755,2019-03-06 11:54:19,OFF0135,Richard,Thompson,4426.0,SUS00701,William,Miller,25.0,female,hispanic,VIC00828,Jessica,Williams,-18.0,female,Missing,Critical,Arrest Made,2.0,26225.84,0,Incident at 7306 Cedar Lane. Officer responded at scene.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
INC003390,theft,Nor,Oakdale,PA,7794 Cedar Lane,38.591192,-102.263699,2022-07-19 07:08:15,OFF0065,Susan,Hall,3954.0,SUS00721,Matthew,Torres,54.0,F,BLACK,VIC00186,Charles,Green,65.0,Male,215-191-4567,MEDIUM,Dismissed,1.0,23681.434999999998,1,Missing,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
INC002789,Abduction,Southwest  ,Fairview,PA,69 Main St,44.152236,-94.657886,04/05/2018 04:39,OFF0084,Robert,Scott,3668.0,SUS00058,Jennifer,White,31.0,male,asian,VIC00507,Joseph,Hall,83.0,Unknown,422-561-2861,Medium,Warning Issued,2.0,39465.79,No,Incident at 69 Main St. Officer responded at scene.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
INC000686,Murder,North,Riverside,OH,5051 Lincoln St,27.205123,-71.816713,2023-10-02 00:47:50,OFF0128,Michael,Walker,3996.0,SUS00748,Jessica,Smith,67.0,Unknown,BLACK,VIC00521,Thomas,Thompson,78.0,f,Missing,Low,Dismissed,2.0,33677.51,0,Incident at 5051 Lincoln St. Officer responded at scene.,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
INC001056,Dom. Violence, East,Oakdale,CA,2567 Lincoln St,44.526966,-72.835437,2020-08-26 23:57:05,OFF0018,Carol,Walker,1680.0,SUS00264,Sarah,Brown,41.0,female,Unknown,VIC00336,Anthony,Taylor,74.0,f,(471) -85-0-5991,MEDIUM,warning,5.0,47329.36,no,Incident at 2567 Lincoln St. Officer responded at scene.,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
INC002201,vandalism, Southeast,Fairview,TX,2535 Maple Dr,39.011494,-119.765737,2022-01-29 17:23:20,OFF0030,Mary,Lee,9164.0,SUS00165,William,Williams,46.0,male,BLACK,VIC00151,Michelle,Johnson,53.0,male,896-811-3326,Critical,Arrest Made,0.0,14535.07,Unknown,Missing,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INC004666,Graffiti,Northwest  ,Riverside,AZ,615 Elm Blvd,45.167671,-110.94783,2022-02-04 04:32:26,OFF0080,Chris,Scott,9566.0,SUS00146,James,Jones,46.0,f,Other,VIC00815,Michael,Jackson,72.0,Unknown,251-197-1769,High,Arrest Made,1.0,2192.91,No,Incident at 615 Elm Blvd. Officer responded at scene.,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
INC000328,arson,east,Springfield,GA,9944 Washington Ave,36.8883775,-109.442274,2022-09-12 20:46:50,OFF0022,David,Martin,5571.5,SUS00096,David,Thompson,23.0,f,Hispanic,VIC00046,Michelle,Nguyen,50.0,Other,Missing,Crit,No Arrest,2.0,36045.99,True,Missing,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
INC003882,arson, Central,Fairview,FL,9147 Main St,26.820187,-103.509583,08/26/2020 05:45,OFF0011,David,Flores,1213.0,SUS00309,John,Jackson,46.0,Unknown,White,VIC00523,Daniel,Harris,28.0,Male,528-643-7567,3,Warning Issued,2.0,31126.45,No,Missing,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
INC001241,trespassing,northwest,Springfield,TX,1087 Sunset Blvd,32.299674,-114.241986,2022-08-18 06:04:20,OFF0034,James,Torres,8686.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00510,Chris,Green,50.0,Unknown,7148439798,Medium,Warning Issued,2.0,20712.44,No,Incident at 1087 Sunset Blvd. Officer responded at scene.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INC001565,Abduction,EAST,Maplewood,NY,9375 River Rd,41.640165,-85.57474,2018-06-03 13:39:29,OFF0098,Daniel,Johnson,8514.0,SUS00597,Michelle,Williams,170.0,M,Black,VIC00362,Emily,White,18.0,Unknown,261-643-2268,2,arrest made,1.0,34565.69,NO,Incident at 9375 River Rd. Officer responded at scene.,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
INC002658,Murder,southeast,Centerville,NY,5668 Oak Ave,26.29534,-75.453303,22-12-2024,OFF0024,Ashley,Thompson,5331.0,SUS00046,Nancy,Taylor,25.0,M,BLACK,VIC00912,Chris,Hill,32.0,m,464-384-9304,1,No Arrest,5.0,15452.7,1,Incident at 5668 Oak Ave. Officer responded at scene.,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
INC001413,DUII,Eas,Riverside,GA,6064 Lincoln St,29.145908,-73.660971,2018-06-10 03:34:11,OFF0007,Mark,Moore,5497.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00927,Jessica,Torres,80.0,Unknown,(679) -51-0-2670,3,No Arrest,0.0,26774.42,0,Missing,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
INC000379,Theft ,South  ,Fairview,CA,76 Sunset Blvd,30.897791,-85.565625,2023-07-24 19:21:51,OFF0023,Mark,Martin,6116.0,SUS00576,Daniel,Moore,29.0,m,Unknown,VIC00145,Thomas,White,-62.0,Unknown,768-686-4495,MEDIUM,Arres Made,2.0,13951.43,0,Incident at 76 Sunset Blvd. Officer responded at scene.,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
INC004058,homicide, West,Centerville,IL,6529 Sunset Blvd,36.8883775,-76.853718,2020-03-02 19:53:50,OFF0018,Matthew,Jackson,3607.0,SUS00566,Anthony,Scott,53.0,Male,Unknown,VIC00473,Michael,Torres,14.0,f,272-782-7890,CRITICAL,Dismissed,0.0,40839.47,0,Incident at 6529 Sunset Blvd. Officer responded at scene.,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
INC004827,Assault,Sou,Lakewood,OH,2640 Elm Blvd,36.8883775,-91.357088,2019-07-04 03:11:51,OFF0081,Susan,Walker,5571.5,SUS00127,Nancy,Jones,270.0,Other,Asian,0,Missing,Missing,50.0,Unknown,Missing,Med,Arres Made,0.0,20407.19,Unknown,Incident at 2640 Elm Blvd. Officer responded at scene.,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
INC000982,Domestic Violence,Northeast  ,Fairview,FL,2906 Lincoln St,32.411567,-84.758215,2020-02-09 20:32:26,OFF0144,Richard,Johnson,4241.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00435,Karen,Jackson,-66.0,f,Missing,3,arrest made,0.0,44430.3,no,Incident at 2906 Lincoln St. Officer responded at scene.,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
INC002137,Breaking & Entering,Sou,Hillcrest,FL,9468 Cedar Lane,26.882875,-94.657886,2024-07-19 13:08:36,OFF0106,Thomas,Jackson,7274.0,SUS00656,Nancy,Martin,61.0,Unknown,White,VIC00579,Nancy,Hill,54.0,m,920-178-8079,3,Unknown,0.0,17199.31,False,Missing,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
INC003782,sexual assault,south,Centerville,NY,4329 Elm Blvd,43.405753,-78.817001,2021-08-25 12:40:31,OFF0113,Daniel,Thomas,9000.0,SUS00697,Linda,Jones,48.0,F,white,VIC00056,Carol,Thomas,52.0,m,Missing,Crit,No Arrest,3.0,-42048.11,NO,Incident at 4329 Elm Blvd. Officer responded at scene.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INC002368,Kidnaping,Southeast  ,Fairview,IL,6590 Elm Blvd,38.394148,-91.030323,2019-11-10 22:07:28,OFF0076,JOSEPH,Garcia,2528.0,SUS00342,Thomas,Wilson,24.0,Female,Other,VIC00354,Mary,Scott,14.0,Unknown,701-843-4404,High,Arrest Made,0.0,19465.1,no,Incident at 6590 Elm Blvd. Officer responded at scene.,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
INC001334,Hacking,Mid,Centerville,NY,775 Park Rd,34.751527,-71.759935,2023-12-15 09:58:46,OFF0009,Joseph,White,5505.0,SUS00434,William,Miller,-27.0,female,White,VIC00581,Joseph,Johnson,51.0,M,545-908-1486,1,Case Dismissed,1.0,9734.4,YES,Incident at 775 Park Rd. Officer responded at scene.,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
INC001547,drug offense,CENTRAL,Lakewood,TX,6399 Cedar Lane,45.682769,-88.269797,2023-11-23 01:55:52,OFF0024,Patricia,Wright,9475.0,SUS00052,Matthew,Hall,68.0,Unknown,Unknown,VIC00334,Karen,Walker,50.0,Other,2858492339,Medium,arrest made,4.0,44341.83,1,Incident at 6399 Cedar Lane. Officer responded at scene.,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
INC002935,Deception,Southeast,Centerville,TX,9892 Oak Ave,29.06748,-99.015977,2019-11-27 17:57:55,OFF0031,Thomas,White,3019.0,SUS00082,James,Nguyen,59.0,m,white,VIC00276,John,Wright,31.0,Other,776-936-8336,Med,No Arrest,2.0,34463.03,False,Incident at 9892 Oak Ave. Officer responded at scene.,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
INC004020,Burglary,Midtown,Riverside,NC,9860 Park Rd,39.492152,-111.290002,2018-05-24 14:36:28,OFF0021,Richard,Taylor,1301.0,SUS00505,John,Jackson,61.0,MALE,Black,0,Missing,Missing,50.0,Unknown,Missing,1,Dismissed,5.0,31339.24,YES,Incident at 9860 Park Rd. Officer responded at scene.,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
INC004266,Sex Assault, Northwest,Oakdale,FL,7205 Main St,40.210096,-81.255808,2022-05-30 07:57:52,OFF0082,Michael,Davis,4420.0,SUS00189,Richard,Wright,46.0,male,BLACK,VIC00269,Michelle,Hill,-72.0,MALE,281-412-9556,2,Arrest Made,1.0,22939.11,0,Incident at 7205 Main St. Officer responded at scene.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
INC003919,Tresspassing,Central  ,Centerville,FL,7400 Oak Ave,43.711701,-75.120885,2024-07-24 23:20:45,OFF0121,James,White,1827.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00810,William,Young,26.0,Female,708-441-4188,1,No Arrest,2.0,27297.77,no,Incident at 7400 Oak Ave. Officer responded at scene.,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
INC002080,Assault,east,Centerville,NY,9392 Elm Blvd,46.047051,-94.657886,2023-06-04 10:37:11,OFF0015,Joseph,Green,7110.0,SUS00024,Susan,Torres,61.0,MALE,White,VIC00138,Anthony,Jackson,15.0,MALE,778-137-3820,CRITICAL,No Arrest,1.0,47956.41,Unknown,Missing,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INC000018,Domestic Violence,Northwest  ,Oakdale,CA,3074 Washington Ave,33.320925,-82.664956,2023-04-28 01:51:21,OFF0114,Matthew,Johnson,4335.0,SUS00274,Carol,Moore,43.0,Unknown,hispanic,0,Missing,Missing,50.0,Unknown,Missing,1,Unknown,4.0,683.72,1,Missing,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INC002496,DUI,East  ,Fairview,OH,7451 Maple Dr,34.177371,-99.161913,2024-01-01 11:28:28,OFF0150,  Linda  ,Nguyen,8231.0,SUS00707,Mark,Nguyen,18.0,f,BLACK,VIC00674,Patricia,Garcia,89.0,FEMALE,936-554-8182,Critical,Dismissed,2.0,12821.81,NO,Incident at 7451 Maple Dr. Officer responded at scene.,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
INC002159,D.U.I.,Sou,Fairview,NY,1653 Elm Blvd,29.707023,-118.017178,2022-02-18 22:07:25,OFF0123,David,Hill,1109.0,SUS00115,Michelle,Allen,-68.0,Unknown,Unknown,VIC00275,Jessica,Young,82.0,male,239-954-8370,1,Warning Issued,1.0,8654.63,yes,Incident at 1653 Elm Blvd. Officer responded at scene.,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
INC002287,B&E,northwest,Springfield,NC,5662 Main St,153.1673,-97.789757,2020-08-10 09:58:32,OFF0002,David,Martin,5571.5,SUS00581,Sarah,Johnson,55.0,MALE,Unknown,VIC00941,Nancy,Scott,21.0,m,843-465-9628,3,arrest made,1.0,13020.5,NO,Incident at 5662 Main St. Officer responded at scene.,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
INC000670,Arson,South,Riverside,FL,4822 Maple Dr,44.691464,-117.076801,2022-08-11 20:45:03,OFF0024,Carol,Anderson,1897.0,SUS00395,Chris,Torres,20.0,Unknown,Other,VIC00623,Charles,Brown,34.0,F,840-903-7122,4,arrest made,0.0,28779.34,Unknown,Incident at 4822 Maple Dr. Officer responded at scene.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
INC004391,robbery, Northeast,Centerville,NY,6737 Lincoln St,37.606605,-84.28193,2024-04-22 17:20:39,OFF0053,Jennifer,Johnson,5571.5,SUS00629,Thomas,White,73.0,FEMALE,asian,VIC00431,James,Wilson,15.0,FEMALE,453-969-4702,Critical,Warning Issued,2.0,-4627.55,Yes,Incident at 6737 Lincoln St. Officer responded at scene.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INC000947,kidnapping,north,Fairview,GA,2685 Oak Ave,35.918102,-72.192681,2021-04-21 08:58:57,OFF0058,Ashley,Davis,1478.0,SUS00558,Mary,Torres,75.0,Unknown,Other,VIC00567,Anthony,Nguyen,11.0,FEMALE,Missing,Medium,arrest made,-4.0,23681.434999999998,YES,Incident at 2685 Oak Ave. Officer responded at scene.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INC004081,Abduction, Southeast,Riverside,CA,2099 Sunset Blvd,39.033719,-102.036576,2022-03-12 05:40:39,OFF0019,David,Anderson,9517.0,SUS00307,Chris,Davis,52.0,m,Unknown,VIC00183,James,Nguyen,75.0,male,Missing,MEDIUM,NO ARREST,3.0,10550.97,No,Incident at 2099 Sunset Blvd. Officer responded at scene.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INC001391,Murder,North,Fairview,NY,3172 Washington Ave,36.382594,-73.825858,2023-08-19 09:26:33,OFF0138,Linda,Nguyen,3759.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00158,Thomas,Hall,25.0,Unknown,282-771-9033,4,Arrest Made,0.0,39137.89,YES,Incident at 3172 Washington Ave. Officer responded at scene.,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
INC003965,Duii, Southeast,Fairview,TX,7858 Elm Blvd,26.530471,-94.657886,2024-10-03 11:24:54,OFF0029,Joseph,Hill,5571.5,SUS00091,Mary,Jackson,30.0,Female,white,VIC00984,William,Smith,30.0,Unknown,733-861-7738,low,Case Dismissed,3.0,17528.45,YES,Incident at 7858 Elm Blvd. Officer responded at scene.,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
INC002909,Kidnapping,Nor,Lakewood,AZ,1388 Oak Ave,46.296563,-89.994588,2022-10-07 14:41:04,OFF0114,Susan,White,2327.0,SUS00004,Robert,Anderson,73.0,Unknown,Black,VIC00007,Michelle,Brown,36.0,Unknown,(549) -73-6-1319,low,Warning Issued,3.0,46500.1,no,Incident at 1388 Oak Ave. Officer responded at scene.,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
INC000381,Theft ,Northeast  ,Fairview,OH,1312 Maple Dr,47.101181,-113.7083,2022-10-21 01:28:07,OFF0047,Emily,Nguyen,1159.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00960,Matthew,Taylor,23.0,Male,7057446070,Unknown,No Arrest,1.0,4986.49,No,Incident at 1312 Maple Dr. Officer responded at scene.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INC002335,Fire Setting,NORTHWEST,Hillcrest,NY,9244 Maple Dr,34.947909,-94.822478,2019-12-14 04:43:43,OFF0115,john,Williams,8856.0,SUS00382,Daniel,Harris,40.0,male,Unknown,VIC00605,Ashley,Jones,21.0,Female,521-849-2533,Low,Warning Issued,3.0,-15220.94,1,Incident at 9244 Maple Dr. Officer responded at scene.,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
INC004488,THEFT, Central,Centerville,TX,8239 Main St,34.924273,-117.351286,2019-06-21 02:20:07,OFF0143,Jennifer,Jones,8741.0,SUS00490,Charles,Hall,46.0,F,White,VIC00649,John,Flores,50.0,M,387-909-4085,2,Unknown,3.0,15094.72,0,Incident at 8239 Main St. Officer responded at scene.,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
INC001358,Arsen,Nor,Springfield,IL,2239 Cedar Lane,45.531705,-93.167128,2024-12-03 04:08:24,OFF0026,CHRIS,Williams,8058.0,SUS00539,Emily,Davis,52.0,Other,Black,VIC00833,Barbara,Torres,282.0,Unknown,Missing,Critical,Unknown,2.0,19335.85,0,Incident at 2239 Cedar Lane. Officer responded at scene.,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
INC004127,Larceny,east,Lakewood,NC,2534 Washington Ave,29.965867,-92.830175,2020-04-15 05:20:12,OFF0089,Michelle,Thompson,5538.0,SUS00729,Michelle,Garcia,74.0,Male,Black,VIC00048,Emily,Moore,71.0,FEMALE,234-996-9434,2,Unknown,2.0,1445.83,NO,Incident at 2534 Washington Ave. Officer responded at scene.,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
INC002354,kidnapping,West,Centerville,NY,8749 Park Rd,187.0698,-106.702954,2019-01-28 13:31:16,OFF0131,Donna,Taylor,6264.0,SUS00082,Chris,Wright,18.0,m,BLACK,VIC00197,Emily,Harris,73.0,male,304-662-1148,Unknown,Warning Issued,4.0,4093.02,Unknown,Incident at 8749 Park Rd. Officer responded at scene.,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
INC001861,vandalism,Southwest  ,Riverside,TX,3185 Maple Dr,36.8883775,-76.87585,2024-06-11 04:00:22,OFF0140,Karen,Wilson,6867.0,SUS00506,Ashley,Hall,35.0,Male,Hispanic,VIC00645,Anthony,Anderson,88.0,Unknown,758-873-1120,Medium,No Arrest,4.0,23681.434999999998,NO,Incident at 3185 Maple Dr. Officer responded at scene.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
INC002535,HOMICIDE,north,Lakewood,IL,6769 Maple Dr,41.250708,-100.610079,2019-01-05 09:02:07,OFF0054,Anthony,Garcia,5311.0,SUS00388,Daniel,Moore,49.0,F,asian,VIC00824,William,Nguyen,54.0,female,799-619-4871,Crit,Arrest Made,0.0,6858.53,False,Missing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
INC000175,homicide,SOUTHEAST,Lakewood,FL,296 Lincoln St,27.311848,-106.704478,2022-07-20 02:40:44,OFF0101,Jennifer,Williams,1183.0,SUS00694,Joseph,Anderson,26.0,male,Unknown,VIC00036,Karen,Miller,50.0,Unknown,Missing,high,Unknown,2.0,2620.76,Yes,Missing,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
INC003881,KIDNAPPING, Southeast,Springfield,PA,9922 Maple Dr,47.467691,-94.385679,2021-09-27 16:30:27,OFF0034,Jennifer,Walker,3570.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00569,Barbara,Martin,35.0,f,443-209-3708,CRITICAL,No Arrest,4.0,40913.19,NO,Incident at 9922 Maple Dr. Officer responded at scene.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
INC003950,sexual assault,Nor,Fairview,CA,4961 Main St,36.598519,-84.164677,2022-07-13 06:57:46,OFF0064,DAVID,Miller,5527.0,SUS00640,Robert,Davis,39.0,Female,Unknown,VIC00120,Donna,Martin,20.0,F,(507) -69-8-7507,High,Arres Made,3.0,24998.87,no,Incident at 4961 Main St. Officer responded at scene.,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
INC004371,Cybercrime,West  ,Lakewood,FL,7000 Maple Dr,35.467555,-70.567462,2018-04-07 10:34:15,OFF0068,Joseph,Taylor,3231.0,SUS00478,Matthew,Miller,55.0,M,hispanic,VIC00931,Mark,Jones,51.0,FEMALE,643-488-1740,Low,Case Dismissed,2.0,7544.54,True,Incident at 7000 Maple Dr. Officer responded at scene.,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
INC001162,Hacking,Sou,Hillcrest,NC,789 Sunset Blvd,45.715609,-101.700533,2021-06-03 22:56:52,OFF0125,Susan,Allen,3486.0,SUS00263,Jennifer,Smith,68.0,male,Black,VIC00858,David,Harris,85.0,Unknown,705-109-7625,2,No Arrest,0.0,23681.434999999998,YES,Incident at 789 Sunset Blvd. Officer responded at scene.,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
INC001112,Drug Offense,CENTRAL,Hillcrest,FL,7226 Oak Ave,43.992979,-91.288971,2022-11-08 02:41:20,OFF0143,Mark,Walker,1097.0,SUS00146,William,Walker,31.0,m,Black,VIC00816,John,Hall,58.0,Unknown,418-800-7692,low,Arrest Made,4.0,37048.86,NO,Incident at 7226 Oak Ave. Officer responded at scene.,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
INC000955,Assault & Battery, Northwest,Springfield,CA,4054 Main St,25.010629,-73.757407,2021-11-17 22:38:34,OFF0138,Robert,Thompson,7509.0,SUS00537,Chris,Garcia,-65.0,Unknown,Unknown,VIC00868,Mary,Green,34.0,Male,665-172-2006,4,NO ARREST,4.0,23681.434999999998,yes,Incident at 4054 Main St. Officer responded at scene.,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
INC003241,Fraud, North,Springfield,AZ,6712 Oak Ave,32.603491,-120.192633,2024-01-16 18:09:57,OFF0133,Michael,Wilson,2280.0,SUS00285,Donna,Moore,30.0,F,White,VIC00212,James,Harris,-42.0,M,8125579669,Low,warning,5.0,23988.91,YES,Incident at 6712 Oak Ave. Officer responded at scene.,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
INC003383,VANDALISM,West,Centerville,NY,2125 River Rd,28.11093,-94.657886,2019-12-28 15:28:35,OFF0150,Donna,Jones,2752.0,SUS00203,Nancy,Martin,48.0,Male,Asian,VIC00565,Carol,Wilson,13.0,FEMALE,605-196-9865,MEDIUM,Unknown,5.0,23681.434999999998,False,Incident at 2125 River Rd. Officer responded at scene.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INC002028,Drunk Driving,SOUTHEAST,Fairview,NC,3756 Maple Dr,32.961559,-85.281995,2023-07-16 09:10:12,OFF0111,Robert,Scott,5874.0,SUS00136,Mary,Wilson,55.0,m,hispanic,VIC00422,James,Nguyen,21.0,m,(275) -27-2-1401,Medium,Unknown,5.0,33555.05,False,Incident at 3756 Maple Dr. Officer responded at scene.,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
